Date,Platform,Post_ID,Content_Type,Likes,Shares,Comments,Impressions,Followers
09/12/2023,Twitter,Post_81,Text,56,325,47,25291,13387
12/05/2023,Twitter,Post_25,Video,770,336,186,20978,7052
11/06/2023,Facebook,Post_6,Image,245,169,79,87935,42409
3/29/2023,Facebook,Post_70,Video,681,131,16,87875,21214
7/21/2023,Facebook,Post_81,Text,632,98,170,38526,60279
4/18/2023,Instagram,Post_51,Text,478,494,150,68004,173822
9/13/2023,Twitter,Post_67,Video,490,33,241,76238,46819
12/03/2023,Twitter,Post_29,Image,245,417,89,83258,49582
11/16/2023,Twitter,Post_22,Image,835,365,164,47623,16809
4/29/2023,Facebook,Post_65,Video,649,166,207,41545,80771
1/16/2023,Facebook,Post_90,Image,644,437,160,78108,86993
04/05/2023,Facebook,Post_8,Image,64,490,292,68735,75769
2/25/2023,Facebook,Post_66,Image,438,192,230,65929,61166
11/16/2023,Twitter,Post_40,Text,183,203,95,88567,38958
1/20/2023,Instagram,Post_97,Carousel,742,113,123,70755,183781
02/10/2023,Facebook,Post_97,Text,82,270,243,61630,75645
12/21/2023,Facebook,Post_73,Text,192,455,157,58843,29388
11/08/2023,Facebook,Post_37,Text,172,121,96,55055,38801
05/04/2023,Twitter,Post_39,Text,430,224,37,12539,34702
05/03/2023,Facebook,Post_62,Video,650,82,109,47440,57072
04/03/2023,Twitter,Post_14,Video,656,239,28,44168,43257
10/04/2023,Instagram,Post_32,Carousel,325,14,279,60321,39172
02/10/2023,Twitter,Post_63,Video,560,251,246,89172,25549
5/29/2023,Twitter,Post_78,Video,127,228,79,23797,10429
3/28/2023,Twitter,Post_44,Text,890,282,23,21847,9113
6/29/2023,Facebook,Post_96,Video,198,477,60,47226,16050
5/20/2023,Instagram,Post_46,Carousel,262,298,223,78342,186429
2/25/2023,Instagram,Post_51,Text,881,359,135,81295,90196
1/14/2023,Twitter,Post_1,Image,378,355,187,56611,20247
05/05/2023,Twitter,Post_24,Video,410,350,179,56913,9841
9/20/2023,Instagram,Post_65,Text,398,110,197,85962,31319
12/31/2023,Facebook,Post_51,Video,801,429,177,28056,44716
4/17/2023,Twitter,Post_90,Carousel,758,99,145,82502,29518
12/03/2023,Twitter,Post_79,Video,884,291,36,41229,15954
12/30/2023,Facebook,Post_23,Text,838,494,184,32080,40123
10/09/2023,Facebook,Post_36,Image,264,138,55,12081,55042
1/19/2023,Facebook,Post_20,Text,140,127,226,29188,89924
3/29/2023,Facebook,Post_29,Video,693,449,214,65144,29874
1/26/2023,Twitter,Post_66,Image,806,280,87,84236,9594
06/02/2023,Facebook,Post_37,Text,108,273,213,29823,25263
06/11/2023,Facebook,Post_11,Image,715,460,97,74736,83252
9/19/2023,Facebook,Post_16,Carousel,945,414,110,90959,54013
08/12/2023,Facebook,Post_73,Image,72,388,21,95178,12833
10/08/2023,Twitter,Post_69,Carousel,101,182,266,97452,19505
04/04/2023,Instagram,Post_49,Carousel,482,143,125,30311,124328
01/03/2023,Twitter,Post_73,Carousel,149,48,59,92671,39133
9/29/2023,Instagram,Post_9,Carousel,884,232,60,38860,189138
6/19/2023,Twitter,Post_62,Image,765,103,75,60736,36855
5/13/2023,Facebook,Post_47,Image,311,487,249,77555,63682
02/01/2023,Twitter,Post_82,Carousel,83,159,9,96533,22442
5/22/2023,Facebook,Post_33,Image,233,415,105,58113,34188
09/07/2023,Twitter,Post_17,Image,620,189,218,32899,47523
10/29/2023,Twitter,Post_94,Carousel,966,492,94,78905,6308
05/04/2023,Instagram,Post_68,Carousel,220,99,38,13858,86623
12/27/2023,Instagram,Post_75,Video,859,29,134,4915,194527
11/19/2023,Instagram,Post_50,Carousel,736,366,3,38928,88849
11/22/2023,Twitter,Post_61,Image,803,176,191,56582,29407
12/28/2023,Facebook,Post_4,Video,408,76,103,5412,63050
4/28/2023,Facebook,Post_91,Image,963,22,285,45760,93291
6/14/2023,Facebook,Post_44,Carousel,942,488,42,56773,89766
04/08/2023,Facebook,Post_37,Text,147,431,290,53901,29874
1/30/2023,Instagram,Post_100,Image,637,271,39,39564,59506
10/14/2023,Twitter,Post_92,Carousel,84,323,139,80071,46138
9/16/2023,Facebook,Post_89,Carousel,822,189,104,82547,65371
10/19/2023,Instagram,Post_60,Image,576,408,210,94633,139813
6/15/2023,Facebook,Post_22,Image,26,276,234,40186,90111
3/14/2023,Twitter,Post_56,Video,397,354,155,41498,9125
11/27/2023,Twitter,Post_85,Video,648,286,13,44932,39329
02/03/2023,Instagram,Post_43,Text,755,49,167,30124,21240
4/24/2023,Twitter,Post_9,Text,639,119,185,42835,44591
6/13/2023,Twitter,Post_74,Carousel,273,479,141,63462,5341
05/07/2023,Twitter,Post_78,Carousel,787,253,156,93752,9491
1/31/2023,Facebook,Post_84,Carousel,970,254,223,68155,32710
8/26/2023,Facebook,Post_65,Carousel,347,373,47,97966,78517
8/19/2023,Facebook,Post_46,Video,42,208,203,60520,69842
05/09/2023,Facebook,Post_52,Text,970,208,219,66304,65265
12/01/2023,Twitter,Post_93,Video,81,85,24,19981,27963
10/23/2023,Twitter,Post_45,Text,849,205,297,46326,36367
12/05/2023,Instagram,Post_10,Video,960,79,4,61484,33957
04/05/2023,Facebook,Post_20,Video,54,482,8,14810,66933
2/22/2023,Facebook,Post_3,Carousel,881,296,271,21512,14185
07/09/2023,Instagram,Post_36,Video,413,9,195,57211,124051
2/24/2023,Facebook,Post_77,Image,215,53,273,59187,50705
5/21/2023,Facebook,Post_99,Text,876,385,0,6943,72668
04/11/2023,Twitter,Post_15,Image,374,439,11,58020,12204
11/23/2023,Twitter,Post_10,Text,294,409,24,72542,40178
02/02/2023,Twitter,Post_8,Carousel,101,70,136,43821,19234
02/10/2023,Instagram,Post_88,Video,575,374,56,88386,119395
06/01/2023,Twitter,Post_61,Carousel,262,41,265,49200,8385
6/30/2023,Instagram,Post_84,Image,912,161,298,52444,46057
6/20/2023,Facebook,Post_45,Text,313,325,249,99924,93435
9/15/2023,Twitter,Post_30,Carousel,872,314,246,74275,23706
2/18/2023,Twitter,Post_58,Text,483,387,67,44666,21993
10/18/2023,Twitter,Post_4,Text,53,153,230,74423,10963
6/14/2023,Facebook,Post_88,Carousel,786,365,59,38697,84026
8/30/2023,Twitter,Post_88,Video,135,144,72,93543,7170
7/25/2023,Twitter,Post_6,Video,780,428,190,79336,14760
1/14/2023,Facebook,Post_32,Video,928,473,293,28986,26197
9/21/2023,Facebook,Post_2,Text,73,246,243,81854,74221
01/04/2023,Facebook,Post_3,Image,391,360,119,58017,98144
03/01/2023,Twitter,Post_88,Carousel,225,251,76,8567,33374
5/20/2023,Facebook,Post_98,Text,633,444,96,47108,81884
11/21/2023,Instagram,Post_46,Video,112,163,74,29254,178001
7/20/2023,Twitter,Post_45,Image,459,461,192,98912,49485
9/14/2023,Twitter,Post_18,Image,201,242,165,55993,42028
11/02/2023,Twitter,Post_36,Image,342,190,255,66765,35917
1/20/2023,Twitter,Post_35,Carousel,577,1,6,83972,46827
3/15/2023,Twitter,Post_80,Text,196,392,48,66836,31277
8/14/2023,Instagram,Post_38,Video,221,300,173,39136,139021
2/20/2023,Facebook,Post_59,Carousel,921,112,254,66706,78580
01/04/2023,Twitter,Post_34,Text,157,330,56,11217,30715
09/03/2023,Facebook,Post_11,Text,438,53,209,73533,68611
4/23/2023,Twitter,Post_22,Text,953,418,88,4335,24792
05/05/2023,Facebook,Post_34,Video,412,266,160,28313,61134
4/18/2023,Facebook,Post_85,Image,561,437,162,22953,42586
04/08/2023,Facebook,Post_96,Image,144,360,258,27036,75794
4/20/2023,Instagram,Post_70,Text,705,233,93,64368,142554
12/01/2023,Twitter,Post_14,Image,433,126,1,62799,17494
02/01/2023,Instagram,Post_33,Image,283,303,179,19227,194512
11/16/2023,Facebook,Post_29,Video,19,91,192,30901,88838
05/03/2023,Facebook,Post_93,Carousel,880,321,186,64395,15305
06/03/2023,Facebook,Post_91,Video,85,58,184,49077,36080
3/28/2023,Twitter,Post_23,Image,795,126,150,43398,15033
2/25/2023,Twitter,Post_83,Carousel,800,85,59,84761,5072
09/05/2023,Facebook,Post_45,Image,75,421,271,8971,11871
6/22/2023,Instagram,Post_86,Video,945,347,121,70603,181365
3/26/2023,Facebook,Post_29,Image,839,170,83,38843,13792
06/09/2023,Instagram,Post_13,Image,505,197,129,86115,94049
5/23/2023,Facebook,Post_50,Text,882,361,62,51848,46260
2/20/2023,Instagram,Post_19,Carousel,746,184,227,69346,142324
01/08/2023,Facebook,Post_86,Video,430,124,102,60055,19755
10/20/2023,Facebook,Post_17,Carousel,279,208,249,94004,28600
3/28/2023,Twitter,Post_5,Image,310,338,200,10560,41400
06/05/2023,Twitter,Post_49,Image,160,28,268,20340,23435
1/22/2023,Facebook,Post_8,Carousel,962,98,154,14920,86399
9/19/2023,Instagram,Post_11,Image,478,160,113,36632,80069
6/27/2023,Facebook,Post_87,Carousel,718,269,149,56860,20504
02/10/2023,Twitter,Post_72,Image,132,311,74,71347,47542
02/01/2023,Facebook,Post_28,Image,622,316,0,78739,67776
8/26/2023,Twitter,Post_81,Video,208,325,77,21834,47594
1/14/2023,Facebook,Post_73,Video,714,223,75,27077,88184
11/21/2023,Twitter,Post_48,Text,703,114,150,26353,9276
12/19/2023,Facebook,Post_11,Carousel,784,358,277,15265,68611
9/28/2023,Instagram,Post_58,Carousel,997,274,72,41968,66483
2/13/2023,Instagram,Post_86,Image,854,202,92,51803,31701
8/24/2023,Twitter,Post_41,Video,932,56,261,76200,18903
9/17/2023,Facebook,Post_28,Image,809,476,269,68041,86661
07/06/2023,Twitter,Post_34,Text,441,98,130,91440,25588
01/12/2023,Twitter,Post_49,Carousel,748,293,217,57038,9466
1/26/2023,Facebook,Post_83,Video,59,264,54,20811,13084
8/30/2023,Twitter,Post_97,Text,549,499,112,46887,45740
10/26/2023,Instagram,Post_98,Video,669,116,172,73380,54331
08/02/2023,Twitter,Post_57,Video,399,144,260,58709,33109
12/27/2023,Instagram,Post_43,Video,280,188,64,8508,24088
4/28/2023,Facebook,Post_82,Carousel,530,396,75,24691,76974
1/15/2023,Instagram,Post_10,Text,347,37,197,51121,49298
04/03/2023,Facebook,Post_25,Text,373,382,110,4428,55171
3/15/2023,Facebook,Post_85,Video,538,151,95,84107,69605
10/11/2023,Instagram,Post_85,Image,701,6,100,56099,110073
10/03/2023,Twitter,Post_68,Image,877,497,269,55978,47869
2/16/2023,Facebook,Post_61,Text,118,249,125,41440,71210
3/27/2023,Facebook,Post_16,Text,642,222,285,73204,11503
2/26/2023,Twitter,Post_59,Image,937,397,78,91784,17918
4/16/2023,Facebook,Post_2,Video,738,147,170,22879,33872
10/18/2023,Facebook,Post_5,Carousel,48,452,15,99383,54391
12/21/2023,Instagram,Post_65,Text,717,259,94,10483,47901
12/14/2023,Facebook,Post_65,Carousel,876,478,26,17311,40310
12/29/2023,Instagram,Post_63,Image,510,377,233,1584,119490
9/24/2023,Twitter,Post_83,Image,259,482,258,95204,37608
1/16/2023,Twitter,Post_4,Text,110,81,252,47684,27810
3/22/2023,Twitter,Post_80,Image,752,115,60,84377,22021
9/14/2023,Facebook,Post_52,Text,506,324,43,43768,74209
1/14/2023,Twitter,Post_14,Image,583,66,175,93415,27263
04/11/2023,Instagram,Post_30,Carousel,592,343,178,7017,32224
9/15/2023,Twitter,Post_50,Text,317,318,110,46221,10784
4/30/2023,Twitter,Post_80,Carousel,246,301,98,60762,15287
6/22/2023,Twitter,Post_99,Image,81,29,20,12586,11452
01/10/2023,Twitter,Post_28,Carousel,179,48,100,69917,34211
07/08/2023,Twitter,Post_9,Image,335,451,125,19528,38347
10/10/2023,Instagram,Post_88,Carousel,917,88,181,70431,129726
7/16/2023,Twitter,Post_40,Text,769,181,172,93551,44642
09/06/2023,Instagram,Post_82,Text,104,413,4,50394,191565
11/12/2023,Facebook,Post_55,Carousel,416,399,223,51709,91029
8/27/2023,Instagram,Post_77,Video,230,276,283,33381,79510
11/17/2023,Facebook,Post_62,Video,572,324,163,74688,21896
9/13/2023,Instagram,Post_37,Carousel,157,266,284,48841,123100
11/10/2023,Instagram,Post_40,Image,867,333,220,44839,26066
8/28/2023,Twitter,Post_44,Text,878,332,289,12658,6201
7/16/2023,Facebook,Post_3,Carousel,783,402,192,2112,32131
4/22/2023,Facebook,Post_68,Video,835,285,116,7738,54672
11/05/2023,Instagram,Post_44,Image,6,87,286,11228,158722
05/04/2023,Twitter,Post_31,Carousel,622,204,223,75418,16688
12/26/2023,Facebook,Post_77,Carousel,688,333,194,43169,92021
3/24/2023,Instagram,Post_72,Text,916,448,106,89516,173708
6/19/2023,Instagram,Post_38,Image,64,491,77,57660,63052
4/15/2023,Facebook,Post_94,Carousel,334,21,69,58765,15386
12/11/2023,Twitter,Post_22,Carousel,91,84,172,71501,19799
4/19/2023,Facebook,Post_9,Image,420,339,138,8323,45358
10/02/2023,Facebook,Post_70,Video,773,428,286,48428,73264
3/29/2023,Facebook,Post_79,Text,452,271,224,92883,89654
05/06/2023,Instagram,Post_8,Text,722,271,153,93002,104726
4/24/2023,Facebook,Post_50,Video,914,135,170,19076,42755
09/02/2023,Facebook,Post_63,Video,122,223,47,45927,76257
7/27/2023,Facebook,Post_58,Video,728,122,111,31169,72664
7/15/2023,Facebook,Post_73,Video,136,286,190,97740,37644
06/05/2023,Twitter,Post_53,Video,21,416,81,87221,45184
03/06/2023,Instagram,Post_25,Image,893,377,28,46072,192195
1/13/2023,Instagram,Post_44,Carousel,784,70,198,37265,149439
03/11/2023,Instagram,Post_4,Image,989,194,175,2963,133840
10/03/2023,Twitter,Post_10,Carousel,108,450,120,33539,8817
7/24/2023,Instagram,Post_25,Video,861,415,211,17797,180843
04/06/2023,Instagram,Post_67,Text,669,438,122,74945,168735
04/09/2023,Facebook,Post_45,Text,672,402,52,42967,40964
05/01/2023,Twitter,Post_18,Carousel,27,134,74,33463,40711
1/17/2023,Twitter,Post_47,Carousel,882,290,252,82130,38347
09/07/2023,Instagram,Post_73,Image,670,205,22,31620,24410
8/14/2023,Twitter,Post_48,Video,281,481,73,40196,14948
2/14/2023,Instagram,Post_80,Video,905,423,185,60287,30126
11/12/2023,Twitter,Post_59,Carousel,850,131,198,7904,25330
6/24/2023,Instagram,Post_31,Image,57,287,193,17404,112130
09/01/2023,Facebook,Post_37,Image,594,277,167,17093,76981
6/27/2023,Twitter,Post_55,Video,694,158,202,59116,48139
07/07/2023,Twitter,Post_45,Carousel,557,411,87,34592,15846
8/15/2023,Twitter,Post_66,Image,715,282,148,91426,35664
7/21/2023,Instagram,Post_27,Text,285,417,142,67923,197490
02/05/2023,Facebook,Post_96,Video,920,302,206,15997,42624
12/31/2023,Instagram,Post_57,Video,841,450,215,70292,58920
5/19/2023,Instagram,Post_86,Video,2,173,115,45353,150551
07/12/2023,Twitter,Post_2,Image,552,31,12,78968,15153
04/04/2023,Facebook,Post_56,Text,80,52,112,44947,56678
4/20/2023,Twitter,Post_43,Text,388,305,39,78211,21859
2/24/2023,Instagram,Post_31,Image,592,411,65,40295,38210
5/22/2023,Facebook,Post_16,Video,578,243,28,62278,86809
5/16/2023,Instagram,Post_23,Image,188,366,114,18610,84656
05/09/2023,Facebook,Post_99,Carousel,563,62,112,1231,97134
10/16/2023,Facebook,Post_69,Image,9,280,78,67779,93344
12/11/2023,Twitter,Post_55,Text,319,367,143,74612,26582
10/15/2023,Twitter,Post_87,Text,75,87,150,21138,38952
3/18/2023,Instagram,Post_20,Image,775,205,287,50748,52023
12/05/2023,Instagram,Post_99,Text,390,137,290,50446,179324
9/25/2023,Instagram,Post_85,Video,220,482,288,13136,170305
12/15/2023,Facebook,Post_41,Image,621,283,154,35422,76260
12/13/2023,Facebook,Post_67,Text,238,249,74,52370,20843
06/05/2023,Twitter,Post_8,Video,454,16,105,47364,29174
10/26/2023,Instagram,Post_82,Carousel,768,181,202,93876,118547
02/02/2023,Instagram,Post_63,Carousel,79,31,132,89336,107948
10/11/2023,Twitter,Post_42,Image,630,352,232,68500,34148
7/13/2023,Facebook,Post_30,Video,107,281,118,57221,37202
10/27/2023,Twitter,Post_94,Carousel,653,59,273,31670,48409
06/06/2023,Instagram,Post_81,Video,836,312,247,79697,138778
12/12/2023,Instagram,Post_5,Video,84,158,112,67397,199046
10/02/2023,Instagram,Post_27,Text,855,261,248,94755,72034
05/12/2023,Facebook,Post_80,Image,105,360,273,95925,16278
3/27/2023,Facebook,Post_84,Video,225,63,8,60243,22358
10/16/2023,Twitter,Post_71,Text,286,280,28,10122,46774
02/05/2023,Twitter,Post_34,Image,172,82,140,45742,11264
11/19/2023,Twitter,Post_70,Text,745,225,273,48345,38695
1/13/2023,Twitter,Post_8,Carousel,961,393,26,57770,19454
8/22/2023,Twitter,Post_28,Video,40,203,89,54611,7839
1/20/2023,Facebook,Post_79,Image,584,444,75,89477,74587
7/27/2023,Instagram,Post_34,Carousel,910,492,219,19604,185181
7/15/2023,Twitter,Post_20,Carousel,858,8,85,22164,44469
03/11/2023,Twitter,Post_3,Text,876,366,78,60012,41374
06/06/2023,Instagram,Post_21,Video,959,106,216,96559,193128
11/01/2023,Twitter,Post_14,Text,806,62,137,10250,42380
06/10/2023,Twitter,Post_76,Text,780,307,264,55489,11425
9/13/2023,Twitter,Post_61,Carousel,581,372,193,48698,26150
6/25/2023,Instagram,Post_34,Image,617,113,27,34791,84586
3/28/2023,Instagram,Post_68,Text,238,107,65,37164,187727
1/28/2023,Twitter,Post_76,Carousel,503,115,137,43742,23404
01/02/2023,Facebook,Post_20,Image,797,374,145,2482,81473
05/02/2023,Instagram,Post_28,Text,253,125,123,78393,64007
1/19/2023,Instagram,Post_27,Video,634,180,167,69761,105274
02/03/2023,Twitter,Post_52,Video,58,131,29,25834,5768
07/07/2023,Instagram,Post_70,Carousel,973,149,89,17518,116018
10/30/2023,Twitter,Post_55,Image,135,80,154,41171,19474
05/07/2023,Twitter,Post_59,Text,109,89,157,36015,41283
12/26/2023,Twitter,Post_88,Video,414,484,27,55863,11758
12/27/2023,Twitter,Post_60,Image,176,290,290,90880,40365
9/19/2023,Facebook,Post_70,Text,573,120,156,15731,82177
7/16/2023,Instagram,Post_61,Text,279,61,105,25846,83635
1/19/2023,Instagram,Post_29,Text,809,54,34,68485,145278
07/07/2023,Instagram,Post_42,Video,885,207,250,88912,49590
08/01/2023,Facebook,Post_70,Image,660,353,86,18333,98437
12/09/2023,Instagram,Post_2,Carousel,54,315,67,2039,134410
12/15/2023,Facebook,Post_37,Video,932,365,206,77152,14742
9/23/2023,Facebook,Post_60,Carousel,42,292,258,10186,89379
1/30/2023,Facebook,Post_52,Text,71,372,147,59514,92338
4/20/2023,Twitter,Post_13,Image,970,381,159,43115,21710
1/27/2023,Instagram,Post_79,Text,987,118,107,71340,136119
8/21/2023,Facebook,Post_43,Image,610,355,237,80881,42563
11/05/2023,Instagram,Post_51,Text,156,380,284,15715,196653
10/17/2023,Instagram,Post_7,Video,762,323,246,49583,132002
5/25/2023,Facebook,Post_27,Text,634,12,180,70699,95406
10/05/2023,Instagram,Post_65,Carousel,172,488,2,10762,37339
12/13/2023,Twitter,Post_37,Text,713,57,204,36417,26254
4/28/2023,Twitter,Post_73,Video,293,169,123,29674,22237
12/11/2023,Facebook,Post_84,Video,172,127,33,44140,17618
01/11/2023,Facebook,Post_68,Carousel,334,178,281,63370,98144
02/05/2023,Facebook,Post_73,Video,910,366,157,64779,96111
12/07/2023,Facebook,Post_50,Text,752,333,131,59249,69276
10/05/2023,Facebook,Post_87,Video,609,339,220,50226,65476
08/11/2023,Twitter,Post_86,Image,670,140,185,73625,26346
3/15/2023,Twitter,Post_61,Text,597,268,269,39905,17968
3/14/2023,Twitter,Post_9,Text,728,128,281,6846,27990
10/30/2023,Instagram,Post_30,Carousel,218,416,236,40656,199065
9/25/2023,Instagram,Post_94,Image,10,172,70,96971,198171
02/05/2023,Facebook,Post_51,Image,23,452,8,59773,26291
12/17/2023,Twitter,Post_70,Image,14,93,84,22325,48631
11/06/2023,Instagram,Post_9,Carousel,312,143,31,60078,42711
6/22/2023,Facebook,Post_21,Carousel,506,174,32,27114,75861
07/09/2023,Facebook,Post_19,Carousel,36,339,79,48466,58300
01/03/2023,Facebook,Post_14,Image,503,91,56,28539,75506
8/22/2023,Twitter,Post_12,Text,769,271,122,90715,6365
05/12/2023,Facebook,Post_40,Video,370,85,249,36506,68579
02/03/2023,Instagram,Post_6,Carousel,905,28,118,7504,145818
11/12/2023,Twitter,Post_72,Image,968,234,48,70101,16313
4/30/2023,Instagram,Post_74,Image,608,156,104,5654,129437
04/12/2023,Twitter,Post_62,Image,528,381,231,37018,22203
11/28/2023,Instagram,Post_74,Carousel,616,271,48,6432,132359
12/07/2023,Twitter,Post_3,Video,999,17,106,75739,49751
02/08/2023,Instagram,Post_26,Carousel,233,102,61,42264,95805
12/28/2023,Instagram,Post_19,Text,85,465,120,37679,101724
2/14/2023,Facebook,Post_51,Text,825,477,3,34602,44806
07/07/2023,Instagram,Post_25,Carousel,194,171,239,80382,113433
12/12/2023,Instagram,Post_93,Video,898,259,94,6546,92236
09/09/2023,Facebook,Post_14,Image,575,48,122,66106,84098
10/14/2023,Instagram,Post_13,Image,310,118,252,20365,198055
03/12/2023,Facebook,Post_43,Carousel,13,279,253,16445,72239
1/30/2023,Facebook,Post_26,Video,166,190,196,10904,98606
2/15/2023,Facebook,Post_42,Text,65,192,273,84209,28906
4/18/2023,Twitter,Post_37,Carousel,650,209,230,68190,38976
04/11/2023,Twitter,Post_3,Text,973,494,56,15941,11205
2/22/2023,Instagram,Post_42,Text,174,249,268,56656,68636
06/09/2023,Facebook,Post_37,Carousel,730,282,91,82206,72711
6/28/2023,Facebook,Post_62,Text,40,266,18,79177,17551
08/06/2023,Facebook,Post_54,Carousel,672,462,181,98868,51418
10/23/2023,Facebook,Post_81,Image,465,72,106,73799,58863
10/31/2023,Instagram,Post_43,Carousel,811,28,199,23254,125806
10/20/2023,Facebook,Post_42,Video,257,44,66,42434,81062
11/25/2023,Facebook,Post_72,Video,280,12,29,95600,61162
12/16/2023,Instagram,Post_17,Carousel,753,195,208,21199,175157
11/29/2023,Twitter,Post_74,Carousel,251,397,145,43221,32463
4/15/2023,Facebook,Post_20,Image,601,167,40,42459,73060
10/01/2023,Facebook,Post_40,Carousel,336,483,7,38304,42723
7/23/2023,Instagram,Post_20,Video,222,261,161,67680,157666
11/23/2023,Instagram,Post_6,Text,485,50,112,72893,73455
5/18/2023,Facebook,Post_16,Carousel,888,228,153,30457,21171
01/09/2023,Facebook,Post_23,Text,817,497,212,91182,68721
6/28/2023,Instagram,Post_45,Text,733,258,226,29797,168525
02/01/2023,Twitter,Post_4,Carousel,95,177,204,45524,22931
11/20/2023,Instagram,Post_5,Video,326,234,35,63485,151286
3/26/2023,Facebook,Post_69,Carousel,276,196,250,67899,96256
2/26/2023,Instagram,Post_79,Text,398,237,220,24393,61980
11/21/2023,Facebook,Post_32,Carousel,999,189,104,97646,63880
4/30/2023,Twitter,Post_92,Text,582,309,252,76643,17586
11/05/2023,Facebook,Post_15,Carousel,236,155,3,69050,30845
12/16/2023,Facebook,Post_38,Video,783,385,63,57362,60756
03/04/2023,Facebook,Post_77,Carousel,571,497,183,58923,98386
4/14/2023,Instagram,Post_2,Text,201,250,106,4321,31701
09/04/2023,Twitter,Post_23,Text,966,363,125,82119,7176
03/04/2023,Facebook,Post_43,Image,606,381,57,95039,63925
11/15/2023,Facebook,Post_53,Text,796,383,40,91678,66239
06/03/2023,Twitter,Post_2,Video,228,133,213,90805,6365
8/18/2023,Facebook,Post_12,Text,41,121,128,53596,13023
05/09/2023,Facebook,Post_82,Text,198,19,232,25241,51259
7/26/2023,Twitter,Post_33,Text,143,397,23,37083,18419
8/29/2023,Facebook,Post_84,Text,610,320,231,64873,20504
11/16/2023,Facebook,Post_96,Image,149,195,145,72727,54346
3/27/2023,Facebook,Post_5,Text,310,302,118,64495,43221
12/17/2023,Instagram,Post_13,Image,126,326,179,94227,119240
5/27/2023,Instagram,Post_38,Text,699,57,154,88733,159718
4/29/2023,Instagram,Post_10,Video,420,179,83,16373,141936
5/14/2023,Twitter,Post_41,Text,398,358,109,93588,24341
06/02/2023,Twitter,Post_91,Video,955,280,126,3707,26254
9/15/2023,Twitter,Post_3,Video,772,345,219,32484,22452
01/09/2023,Instagram,Post_39,Text,420,322,181,4201,194789
05/10/2023,Instagram,Post_24,Carousel,173,423,157,16562,158651
7/28/2023,Instagram,Post_26,Video,943,83,17,87610,30239
07/08/2023,Instagram,Post_59,Carousel,776,230,7,22414,157183
3/31/2023,Facebook,Post_56,Video,111,249,163,76627,15255
9/18/2023,Facebook,Post_6,Video,370,223,108,42878,10129
11/03/2023,Instagram,Post_44,Image,579,103,106,61798,170272
12/20/2023,Facebook,Post_64,Text,897,332,228,40054,15607
06/09/2023,Twitter,Post_13,Video,367,468,18,62553,39770
11/15/2023,Twitter,Post_94,Image,9,416,252,7770,21052
7/23/2023,Instagram,Post_33,Carousel,26,415,199,38450,180709
11/11/2023,Facebook,Post_83,Image,939,275,108,11242,90052
01/09/2023,Twitter,Post_9,Carousel,970,305,84,33290,22168
8/20/2023,Instagram,Post_62,Image,630,471,272,51201,180843
01/11/2023,Facebook,Post_35,Image,809,91,268,39653,16619
05/10/2023,Instagram,Post_4,Video,221,80,111,40638,165122
2/14/2023,Instagram,Post_13,Carousel,248,147,214,34482,115597
8/27/2023,Instagram,Post_1,Text,516,301,111,18630,63074
8/24/2023,Twitter,Post_98,Video,212,435,177,71726,37226
3/19/2023,Twitter,Post_10,Carousel,521,33,178,51574,48354
10/10/2023,Instagram,Post_6,Text,721,359,12,35490,190931
7/17/2023,Facebook,Post_7,Video,89,405,122,22319,89869
04/06/2023,Facebook,Post_45,Text,603,214,50,29161,51085
11/08/2023,Twitter,Post_8,Image,599,64,289,41514,13955
8/18/2023,Facebook,Post_27,Carousel,202,409,243,70165,20902
12/02/2023,Twitter,Post_95,Text,823,169,285,18038,10843
8/22/2023,Facebook,Post_69,Text,175,437,300,83450,42563
1/28/2023,Facebook,Post_11,Video,54,39,143,8045,10055
02/03/2023,Instagram,Post_13,Text,617,111,176,59537,175833
02/11/2023,Twitter,Post_87,Carousel,160,463,44,20435,27619
04/09/2023,Instagram,Post_89,Text,167,191,206,23973,79415
09/10/2023,Twitter,Post_59,Carousel,505,418,121,86852,43310
10/09/2023,Facebook,Post_21,Text,895,325,100,26374,16048
12/19/2023,Twitter,Post_93,Carousel,374,169,253,75137,23581
03/10/2023,Facebook,Post_1,Text,402,415,182,7121,43221
03/07/2023,Facebook,Post_8,Video,246,18,95,49676,74522
04/05/2023,Instagram,Post_32,Video,155,327,144,98611,58873
1/19/2023,Twitter,Post_25,Video,327,180,295,88689,45744
5/21/2023,Facebook,Post_30,Carousel,904,221,110,10014,16048
3/30/2023,Facebook,Post_38,Video,237,80,60,88348,88303
7/16/2023,Facebook,Post_52,Carousel,521,106,32,8541,87798
11/26/2023,Twitter,Post_46,Carousel,73,460,67,98419,43050
03/03/2023,Instagram,Post_49,Video,798,382,101,70879,37600
1/31/2023,Twitter,Post_84,Image,252,86,3,83609,40449
09/02/2023,Facebook,Post_29,Text,687,440,258,12123,94595
1/14/2023,Twitter,Post_91,Video,773,167,235,75783,45765
02/10/2023,Facebook,Post_45,Video,323,88,4,41004,89401
10/18/2023,Instagram,Post_19,Video,266,450,108,28507,24617
3/20/2023,Instagram,Post_83,Text,738,360,161,50313,86153
09/06/2023,Facebook,Post_68,Text,118,29,34,90416,16632
3/23/2023,Facebook,Post_78,Image,465,361,123,30440,97684
06/08/2023,Twitter,Post_54,Text,530,54,54,63014,8083
02/08/2023,Facebook,Post_48,Carousel,489,44,86,79890,22301
